Fecha,Hora,Producto,ISIN,Bolsa,Número,,Precio,,Valor local,,Valor,Tipo de cambio,,Comisión,,Total,ID Orden
22-05-2020,10:59,PHARMA MAR SA,ES0169501030,MAD,500,EUR,5.6500,EUR,-2825.00,EUR,-2825.00,,EUR,-3.41,EUR,-2828.41,cf909d43-71ff-4e25-8ffa-24a5c6b84a25
22-05-2020,09:15,ACCIONA,ES0125220311,MAD,30,EUR,82.1000,EUR,-2463.00,EUR,-2463.00,,EUR,-3.23,EUR,-2466.23,c59b7f01-ab6b-4329-90c3-d8ae55f34e67
21-05-2020,15:48,PHARMA MAR SA,ES0169501030,MAD,-401,EUR,5.6100,EUR,2249.61,EUR,2249.61,,EUR,-1.12,EUR,2248.49,107bcb23-630d-4f4b-a284-ddfc6f07d296
21-05-2020,15:48,PHARMA MAR SA,ES0169501030,MAD,-99,EUR,5.6100,EUR,555.39,EUR,555.39,,EUR,-2.28,EUR,553.11,107bcb23-630d-4f4b-a284-ddfc6f07d296
21-05-2020,10:59,ACCIONA,ES0125220311,MAD,-30,EUR,83.4500,EUR,2503.50,EUR,2503.50,,EUR,-3.25,EUR,2500.25,1a663977-4014-47cd-86a0-df3bfaa6c6d0
21-05-2020,09:00,INDITEX,ES0148396007,MAD,100,EUR,23.1400,EUR,-2314.00,EUR,-2314.00,,EUR,-3.16,EUR,-2317.16,6945c870-e382-494a-8d19-b0903a1ed5cc
20-05-2020,16:57,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,-300,EUR,7.0700,EUR,2121.00,EUR,2121.00,,EUR,-3.06,EUR,2117.94,bb935296-9b5f-4194-9ed5-83d92c65b028
20-05-2020,12:04,ACCIONA,ES0125220311,MAD,30,EUR,81.1000,EUR,-2433.00,EUR,-2433.00,,EUR,-3.22,EUR,-2436.22,0927a3db-b3b4-419c-a10b-d6f081e7f9e1
20-05-2020,10:38,PHARMA MAR SA,ES0169501030,MAD,263,EUR,5.4300,EUR,-1428.09,EUR,-1428.09,,EUR,-0.71,EUR,-1428.80,9fff420a-2c84-4f38-8af5-2d2e1e1463c5
20-05-2020,10:36,PHARMA MAR SA,ES0169501030,MAD,237,EUR,5.4300,EUR,-1286.91,EUR,-1286.91,,EUR,-2.64,EUR,-1289.55,9fff420a-2c84-4f38-8af5-2d2e1e1463c5
20-05-2020,10:17,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,300,EUR,6.8750,EUR,-2062.50,EUR,-2062.50,,EUR,-3.03,EUR,-2065.53,dc9b9e7a-a756-4c13-8121-e8c363c6255c
18-05-2020,13:54,AUDAX RENOVABLES SA,ES0136463017,MAD,-1000,EUR,1.8500,EUR,1850.00,EUR,1850.00,,EUR,-2.93,EUR,1847.07,7b9ad6fe-94c7-431e-ad20-a81221bb7b6d
15-05-2020,09:42,PHARMA MAR SA,ES0169501030,MAD,500,EUR,5.2500,EUR,-2625.00,EUR,-2625.00,,EUR,-3.31,EUR,-2628.31,edd19fbe-64fe-453d-964d-1c769e5db8d6
14-05-2020,17:23,AUDAX RENOVABLES SA,ES0136463017,MAD,-1000,EUR,1.8700,EUR,1870.00,EUR,1870.00,,EUR,-2.94,EUR,1867.06,0871155d-02b6-4f87-97f8-0f4536c9d042
14-05-2020,13:46,AUDAX RENOVABLES SA,ES0136463017,MAD,-525,EUR,1.7800,EUR,934.50,EUR,934.50,,EUR,-0.47,EUR,934.03,2c9ca14b-2c00-469c-9b57-ae59558bd468
14-05-2020,13:46,AUDAX RENOVABLES SA,ES0136463017,MAD,-475,EUR,1.7880,EUR,849.30,EUR,849.30,,EUR,-2.42,EUR,846.88,2c9ca14b-2c00-469c-9b57-ae59558bd468
14-05-2020,12:12,TEC.REUNIDAS,ES0178165017,MAD,-300,EUR,12.6400,EUR,3792.00,EUR,3792.00,,EUR,-3.90,EUR,3788.10,76868fd5-9545-4c0d-aef0-73d912d3bb61
14-05-2020,09:08,AUDAX RENOVABLES SA,ES0136463017,MAD,1000,EUR,1.8700,EUR,-1870.00,EUR,-1870.00,,EUR,-2.94,EUR,-1872.94,e4edf16c-c942-4759-bfc8-073c261c2307
14-05-2020,09:01,PHARMA MAR SA,ES0169501030,MAD,-500,EUR,5.3500,EUR,2675.00,EUR,2675.00,,EUR,-3.34,EUR,2671.66,27b4280e-a2b4-4772-bf1c-3d7b4043f932
13-05-2020,15:26,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,-217,EUR,7.0900,EUR,1538.53,EUR,1538.53,,EUR,-0.77,EUR,1537.76,3c18fa4b-425a-4cb5-88a3-1b7a1a88aca1
13-05-2020,15:26,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,-83,EUR,7.0900,EUR,588.47,EUR,588.47,,EUR,-2.29,EUR,586.18,3c18fa4b-425a-4cb5-88a3-1b7a1a88aca1
06-05-2020,09:17,PHARMA MAR SA,ES0169501030,MAD,500,EUR,5.6100,EUR,-2805.00,EUR,-2805.00,,EUR,-3.40,EUR,-2808.40,5a5e38f2-6d66-4810-93bc-ed49ed8018b8
04-05-2020,10:50,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,300,EUR,7.9100,EUR,-2373.00,EUR,-2373.00,,EUR,-3.19,EUR,-2376.19,869e6791-1dfe-4e43-b498-b0260e03d81b
30-04-2020,11:04,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,-400,EUR,8.4500,EUR,3380.00,EUR,3380.00,,EUR,-3.69,EUR,3376.31,5db34351-57c1-416d-b881-73e2fc7fc53b
22-04-2020,17:09,AUDAX RENOVABLES SA,ES0136463017,MAD,-1000,EUR,2.0250,EUR,2025.00,EUR,2025.00,,EUR,-3.01,EUR,2021.99,7bbd28f3-1ac2-4ad6-8652-46c21f4d8aaf
21-04-2020,09:29,FACEPHI BIOMETRIA SA,ES0105029005,MAD,-384,EUR,4.6200,EUR,1774.08,EUR,1774.08,,EUR,-0.89,EUR,1773.19,c8269405-5047-439a-8fdb-c48ae88ff64b
21-04-2020,09:29,FACEPHI BIOMETRIA SA,ES0105029005,MAD,-116,EUR,4.6300,EUR,537.08,EUR,537.08,,EUR,-2.27,EUR,534.81,c8269405-5047-439a-8fdb-c48ae88ff64b
20-04-2020,11:54,AUDAX RENOVABLES SA,ES0136463017,MAD,-1000,EUR,1.8660,EUR,1866.00,EUR,1866.00,,EUR,-2.93,EUR,1863.07,7fd60602-1d9d-4f7b-8b3a-081abe377a2c
15-04-2020,10:54,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,400,EUR,7.6700,EUR,-3068.00,EUR,-3068.00,,EUR,-3.53,EUR,-3071.53,86be29de-f0bf-4489-8142-2baa4196878e
15-04-2020,10:53,FACEPHI BIOMETRIA SA,ES0105029005,MAD,-500,EUR,5.4800,EUR,2740.00,EUR,2740.00,,EUR,-3.37,EUR,2736.63,38d80e1b-a012-4370-9ec4-9328ac48ec76
14-04-2020,10:04,TEC.REUNIDAS,ES0178165017,MAD,300,EUR,14.3000,EUR,-4290.00,EUR,-4290.00,,EUR,-4.15,EUR,-4294.15,22e81356-4980-4fd4-b291-4859c029b4cb
09-04-2020,15:43,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,-400,EUR,8.2900,EUR,3316.00,EUR,3316.00,,EUR,-3.66,EUR,3312.34,d04becaa-9ecd-4768-9b29-6d22e54ccdfe
08-04-2020,10:06,AUDAX RENOVABLES SA,ES0136463017,MAD,-1000,EUR,1.7600,EUR,1760.00,EUR,1760.00,,EUR,-2.88,EUR,1757.12,c51880d6-5576-4be5-9d84-c6244cc1595f
08-04-2020,09:00,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,3,EUR,8.0700,EUR,-24.21,EUR,-24.21,,EUR,-0.01,EUR,-24.22,9a1c3636-6e1f-414e-a7fd-32553074a30e
08-04-2020,09:00,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,153,EUR,8.0700,EUR,-1234.71,EUR,-1234.71,,EUR,-0.62,EUR,-1235.33,9a1c3636-6e1f-414e-a7fd-32553074a30e
08-04-2020,09:00,MERLIN PROPERTIES SOCIMI SA,ES0105025003,MAD,244,EUR,8.0700,EUR,-1969.08,EUR,-1969.08,,EUR,-2.98,EUR,-1972.06,9a1c3636-6e1f-414e-a7fd-32553074a30e
07-04-2020,16:59,FACEPHI BIOMETRIA SA,ES0105029005,MAD,144,EUR,5.0000,EUR,-720.00,EUR,-720.00,,EUR,-0.36,EUR,-720.36,0d654aeb-5775-412f-9b27-543215e07568
07-04-2020,16:58,FACEPHI BIOMETRIA SA,ES0105029005,MAD,356,EUR,4.9600,EUR,-1765.76,EUR,-1765.76,,EUR,-2.88,EUR,-1768.64,0d654aeb-5775-412f-9b27-543215e07568
07-04-2020,10:07,FACEPHI BIOMETRIA SA,ES0105029005,MAD,500,EUR,5.3000,EUR,-2650.00,EUR,-2650.00,,EUR,-3.33,EUR,-2653.33,15e4f693-e25b-4fb5-8c1a-6527742e153a
01-04-2020,21:52,TESLA MOTORS INC. - C,US88160R1014,NDQ,-5,USD,480.0000,USD,2400.00,EUR,2189.99,1.0959,EUR,-0.52,EUR,2189.47,870de029-765d-48f7-a5c4-a482bbef6b1a
01-04-2020,18:08,TESLA MOTORS INC. - C,US88160R1014,NDQ,-5,USD,497.5200,USD,2487.60,EUR,2272.62,1.0946,EUR,-0.52,EUR,2272.10,ab7c0ec5-a962-46e6-bf4e-67b64881c9a2
30-03-2020,17:10,TESLA MOTORS INC. - C,US88160R1014,NDQ,5,USD,500.0000,USD,-2500.00,EUR,-2267.38,1.1026,EUR,-0.52,EUR,-2267.90,e5e14aed-4b53-4527-9406-82df675787f0
27-03-2020,20:59,TESLA MOTORS INC. - C,US88160R1014,NDQ,-5,USD,516.0000,USD,2580.00,EUR,2317.83,1.1131,EUR,-0.52,EUR,2317.31,2546ec9b-8f73-400d-af16-b7f981615759
25-03-2020,17:34,TESLA MOTORS INC. - C,US88160R1014,NDQ,-8,USD,550.0000,USD,4400.00,EUR,4057.98,1.0843,EUR,-0.53,EUR,4057.45,e3b0a471-5733-4e99-8ecb-4c3181317181
20-03-2020,18:12,TESLA MOTORS INC. - C,US88160R1014,NDQ,8,USD,447.0000,USD,-3576.00,EUR,-3352.29,1.0667,EUR,-0.53,EUR,-3352.82,0b75b2a1-8f58-46e7-ad91-000eec9ca345
20-03-2020,17:10,TESLA MOTORS INC. - C,US88160R1014,NDQ,-8,USD,440.0000,USD,3520.00,EUR,3286.74,1.0710,EUR,-0.53,EUR,3286.21,ef610e1c-2b65-4da6-bcf9-2642b10accff
19-03-2020,15:24,TESLA MOTORS INC. - C,US88160R1014,NDQ,4,USD,417.0000,USD,-1668.00,EUR,-1545.56,1.0792,EUR,-0.51,EUR,-1546.07,d5468487-8eb9-4143-985c-809d364a38fa
19-03-2020,15:06,ETFS PHYSICAL GOLD,JE00B1VS3770,MIL,-10,EUR,131.0000,EUR,1310.00,EUR,1310.00,,EUR,-0.39,EUR,1309.61,2be02204-6fd2-4884-8ef9-b569afd24635
19-03-2020,14:56,TESLA MOTORS INC. - C,US88160R1014,NDQ,3,USD,389.5900,USD,-1168.77,EUR,-1084.18,1.0780,EUR,-0.51,EUR,-1084.69,a284b6ef-be4e-496a-82e9-f91f77544aa9
19-03-2020,12:46,ETFS PHYSICAL GOLD,JE00B1VS3770,MIL,-10,EUR,131.0000,EUR,1310.00,EUR,1310.00,,EUR,-2.39,EUR,1307.61,2be02204-6fd2-4884-8ef9-b569afd24635
17-03-2020,17:09,AUDAX RENOVABLES SA,ES0136463017,MAD,1000,EUR,1.4700,EUR,-1470.00,EUR,-1470.00,,EUR,-2.74,EUR,-1472.74,6d12353d-e7cd-4458-98ca-8717654a3be6
17-03-2020,17:02,RED ELECTRICA CORPORACION SA,ES0173093024,MAD,-100,EUR,15.1300,EUR,1513.00,EUR,1513.00,,EUR,-2.76,EUR,1510.24,f9c5f2a1-d4d3-4656-8450-788b76c775a2
12-03-2020,09:46,AUDAX RENOVABLES SA,ES0136463017,MAD,830,EUR,1.6300,EUR,-1352.90,EUR,-1352.90,,EUR,-0.68,EUR,-1353.58,86ed1c0a-547b-4f57-913c-a528ea5042ef
12-03-2020,09:46,AUDAX RENOVABLES SA,ES0136463017,MAD,170,EUR,1.6300,EUR,-277.10,EUR,-277.10,,EUR,-2.14,EUR,-279.24,86ed1c0a-547b-4f57-913c-a528ea5042ef
11-03-2020,20:07,TESLA MOTORS INC. - C,US88160R1014,NDQ,2,USD,616.0000,USD,-1232.00,EUR,-1093.87,1.1263,EUR,-0.51,EUR,-1094.38,00b62e94-1bed-4141-8153-5130c66b7bda
10-03-2020,16:23,INT.AIRL.GRP,ES0177542018,MAD,-550,EUR,4.8200,EUR,2651.00,EUR,2651.00,,EUR,-3.33,EUR,2647.67,3c0d391e-7ee9-46da-b169-476a0ba590de
05-03-2020,11:40,INT.AIRL.GRP,ES0177542018,MAD,250,EUR,4.9600,EUR,-1240.00,EUR,-1240.00,,EUR,-2.62,EUR,-1242.62,bf743e13-1c21-4030-bf71-a84f72f4b9c7
05-03-2020,09:00,INT.AIRL.GRP,ES0177542018,MAD,300,EUR,5.2300,EUR,-1569.00,EUR,-1569.00,,EUR,-2.78,EUR,-1571.78,902b77ba-39da-440e-820c-1a07359e7112
04-03-2020,19:09,APPLE INC. - COMMON ST,US0378331005,NDQ,-10,USD,299.5000,USD,2995.00,EUR,2688.48,1.1140,EUR,-0.54,EUR,2687.94,ba49d0ab-9cc9-48db-88b4-b50aab7d739e
03-03-2020,19:20,TESLA MOTORS INC. - C,US88160R1014,NDQ,3,USD,753.0000,USD,-2259.00,EUR,-2024.95,1.1156,EUR,-0.51,EUR,-2025.46,bd477285-2bd4-4310-9392-425dd2075414
03-03-2020,16:01,RED ELECTRICA CORPORACION SA,ES0173093024,MAD,50,EUR,17.6350,EUR,-881.75,EUR,-881.75,,EUR,-2.44,EUR,-884.19,81cf134a-78f8-4dc4-8c22-a0b0f7ac9234
03-03-2020,09:26,RED ELECTRICA CORPORACION SA,ES0173093024,MAD,50,EUR,17.6900,EUR,-884.50,EUR,-884.50,,EUR,-2.44,EUR,-886.94,0afc77fb-7c40-4393-b20f-e4436d319127
28-02-2020,15:50,TESLA MOTORS INC. - C,US88160R1014,NDQ,3,USD,628.0000,USD,-1884.00,EUR,-1720.07,1.0953,EUR,-0.51,EUR,-1720.58,7669b39e-5f7e-42a0-bbac-cab98d1bd56f
28-02-2020,09:53,ORYZON GENOMICS,ES0167733015,MAD,-500,EUR,2.6900,EUR,1345.00,EUR,1345.00,,EUR,-2.67,EUR,1342.33,c9de4760-db05-44f9-b31c-a4d03b3d90e9
27-02-2020,17:53,APPLE INC. - COMMON ST,US0378331005,NDQ,10,USD,280.1600,USD,-2801.60,EUR,-2554.33,1.0968,EUR,-0.54,EUR,-2554.87,19c5718c-eb7c-44f4-bcde-c051559f1703
27-02-2020,16:55,TESLA MOTORS INC. - C,US88160R1014,NDQ,3,USD,695.0000,USD,-2085.00,EUR,-1898.39,1.0983,EUR,-0.51,EUR,-1898.90,d70418c0-edb4-4a1b-89d8-7ef96058fc94
25-02-2020,15:58,AUDAX RENOVABLES SA,ES0136463017,MAD,550,EUR,2.4600,EUR,-1353.00,EUR,-1353.00,,EUR,-2.68,EUR,-1355.68,786a3d55-b2d7-494a-98f8-4150ed71600e
25-02-2020,13:22,ETFS PHYSICAL GOLD,JE00B1VS3770,MIL,-7,EUR,144.6900,EUR,1012.83,EUR,1012.83,,EUR,-0.30,EUR,1012.53,8950a6df-d9eb-499b-80b3-6154265fbd5d
25-02-2020,13:22,ETFS PHYSICAL GOLD,JE00B1VS3770,MIL,-10,EUR,144.6900,EUR,1446.90,EUR,1446.90,,EUR,-0.43,EUR,1446.47,8950a6df-d9eb-499b-80b3-6154265fbd5d
25-02-2020,13:22,ETFS PHYSICAL GOLD,JE00B1VS3770,MIL,-33,EUR,144.6700,EUR,4774.11,EUR,4774.11,,EUR,-3.43,EUR,4770.68,8950a6df-d9eb-499b-80b3-6154265fbd5d
25-02-2020,10:37,AUDAX RENOVABLES SA,ES0136463017,MAD,650,EUR,2.3400,EUR,-1521.00,EUR,-1521.00,,EUR,-0.76,EUR,-1521.76,531a608e-a249-4909-94cb-a5a303bf3e0a
25-02-2020,10:36,AUDAX RENOVABLES SA,ES0136463017,MAD,200,EUR,2.3400,EUR,-468.00,EUR,-468.00,,EUR,-0.23,EUR,-468.23,531a608e-a249-4909-94cb-a5a303bf3e0a
25-02-2020,10:36,AUDAX RENOVABLES SA,ES0136463017,MAD,100,EUR,2.3400,EUR,-234.00,EUR,-234.00,,EUR,-2.12,EUR,-236.12,531a608e-a249-4909-94cb-a5a303bf3e0a
25-02-2020,10:33,RED ELECTRICA CORPORACION SA,ES0173093024,MAD,-100,EUR,18.8900,EUR,1889.00,EUR,1889.00,,EUR,-2.94,EUR,1886.06,3ec94818-fa50-4d9f-9ee4-ba727e49815d
21-02-2020,12:20,RED ELECTRICA CORPORACION SA,ES0173093024,MAD,100,EUR,19.5450,EUR,-1954.50,EUR,-1954.50,,EUR,-2.98,EUR,-1957.48,c309597d-eec4-4f96-a36a-145fc71f81a2
20-02-2020,10:40,AUDAX RENOVABLES SA,ES0136463017,MAD,500,EUR,2.6860,EUR,-1343.00,EUR,-1343.00,,EUR,-2.67,EUR,-1345.67,e898396d-e80b-488d-ae56-cf535824f9cf
19-02-2020,09:06,ORYZON GENOMICS,ES0167733015,MAD,500,EUR,3.2800,EUR,-1640.00,EUR,-1640.00,,EUR,-2.82,EUR,-1642.82,0ecbcdd4-9a92-41ae-a077-0a57d587e690
13-02-2020,21:33,TESLA MOTORS INC. - C,US88160R1014,NDQ,-2,USD,793.9200,USD,1587.84,EUR,1463.06,1.0853,EUR,-0.51,EUR,1462.55,7c558f18-c315-40f1-82fd-e0291bca64cd
11-02-2020,13:54,AUDAX RENOVABLES SA,ES0136463017,MAD,1000,EUR,2.5000,EUR,-2500.00,EUR,-2500.00,,EUR,-3.25,EUR,-2503.25,fed5c0c6-7f8c-4a5b-8bdd-81873ca9737b
05-02-2020,21:03,TESLA MOTORS INC. - C,US88160R1014,NDQ,2,USD,750.0000,USD,-1500.00,EUR,-1365.25,1.0987,EUR,-0.51,EUR,-1365.76,eabb6885-77ba-472e-b2ec-fee5885bd2f3
05-02-2020,15:31,TESLA MOTORS INC. - C,US88160R1014,NDQ,-2,USD,799.0000,USD,1598.00,EUR,1450.62,1.1016,EUR,-0.51,EUR,1450.11,47e28907-3888-4ce8-aa4f-64732b2dd442
04-02-2020,16:23,TESLA MOTORS INC. - C,US88160R1014,NDQ,2,USD,860.9200,USD,-1721.84,EUR,-1560.63,1.1033,EUR,-0.51,EUR,-1561.14,5f5c013f-9b6b-4bce-8173-4d9936d09bd0
03-02-2020,16:00,ETFS PHYSICAL GOLD,JE00B1VS3770,MIL,10,EUR,135.5000,EUR,-1355.00,EUR,-1355.00,,EUR,-2.41,EUR,-1357.41,66aa77d9-7ff6-422a-9e14-0df90fc5ed8b
27-01-2020,09:32,ETFS PHYSICAL GOLD,JE00B1VS3770,MIL,10,EUR,135.9700,EUR,-1359.70,EUR,-1359.70,,EUR,-2.52,EUR,-1362.22,65b7472f-1b5b-4f75-86dd-c8b78f854796
